question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
611,"artifici,intellig","suggest,son,quickli,rather,class,realli,present,record,learn,research,knowledg,commun,fall,model,american,start,teach","consid,number,appli,manag,option,may,enter,seri,near,reflect,market,safe,night,could,compani","right,choos,soldier,find,individu,stage,properti,big,box,idea,mother,field,happen,coach,list,six,strategi,plant,food,camera,wear,offici,deep,realiti","shake,among,send,educ","war,candid,presid,benefit,servic,southern,gener,great,accord,leav,factor","catch,process,mr,fli,presid,plan,describ","someth,carri,perhap,babi,dinner,believ,blood,fear,billion,nation,parti,buy,quickli,abl,line,site,address,fine,fire,moment,use,loss,speech","polit,space,develop,arm,pm,room,accord,consid,cover,eat,cultur,fact,add,open,quickli,maintain,model","popul,u,deal,grow,see,cultur,open,messag,safe,wait,back,babi,edg,turn,condit,littl"
612,"person,financ","money,materi,none,though,test,anyon,hous,hit,today,sister,keep,elect,instead,sourc,audienc,like,full,earli,accept,paint,member,practic,relationship,meet,receiv,medic,prepar,process,bring,foot","trial,democrat,field,player,answer,region,bit","news,center,recogn,accept,bodi,somebodi,order,becom,son,execut,move,line,expert,wonder,huge,suggest","behavior,properti,improv,indic,nice,feel,subject","peopl,group,exactli,dog,dream,far,south,beauti,movement,suggest","risk,improv,catch,rule,newspap,even,eight,wall,contain,back,minut,agre,thu,option","shake,decis,languag,color,think,hour,environment,particular,sinc,citizen,decad,describ,plant","beauti,alreadi,rather,purpos,local",
613,sociolog,"success,babi,piec,fli,rang,attent,earli,imag,catch,manag,comput,inde","go,suddenli,focu,sure,garden,much,season,green,focu,thu,name,race,natur,even,low","determin,agenc,medic,drop,effect,boy","none,let,store,cell,hard,perform,fli,thing,morn","per,rule,thought,wife,environment,gener,noth,relat,green,next,cup,exist,someon","mind,anyth,street,member,particular,record,accept,consid,court,food","campaign,remain,consum,bag",,
614,"web,develop","weight,ga,guess,everyth,effect,either","gun,result,firm,abl,import,move,posit,ga,peopl,protect,sometim,ahead,care,movi,mention,congress,last,behavior,beauti,debat","actual,best,speech,white,teach,world,visit,woman,respond,environment,size,scientist,indic,bit,guy,person,reason,particularli,answer,argu,stage,affect,stop","custom,strategi,benefit,specif,night","centuri,messag,run,interest,simpl,want,thu,hope,radio,physic,els,order,particip,kitchen",,,,
615,"health,fit","languag,age,street,remain","short,card,seek,six,pm,see,accord","less,face,view,hundr,environment,word,finish,certain,forget","home,fast,minut,comput","believ,comput,especi,laugh,suffer,stay,suggest,trial,drug,democrat,four,dream",,,,
616,educ,"polit,cup,tv,size,anyth,busi,intern,recent","insid,song,huge,growth,partner,program,seven,much,onto,visit,night,wrong,other,edg,lawyer,crime","group,suddenli,might,need,money,forward,case,heavi,vote,figur,war,reach,readi,born,director,partner,huge,resourc,clear,central,sens,improv","mr,author,seek,base","even,new,glass,result,like,drop","heavi,speech,leg,call,moment,prevent,attack,situat,blue,truth,method,ye,short,probabl","ground,gener,alway,attack,possibl,readi,administr,state","occur,paint,indic,allow,hour,quit,republican,finish,child,congress,event,concern,main,possibl","laugh,popular,carri,tree,color,staff,moment,purpos,fund,man"
617,robot,"money,site,school,someth,properti,past,boy,involv,model,night,republican,face,interest","cold,author,floor,much,one,detail,pay,want,knowledg,former,rememb,pa,profession,environ,realli,natur,let,glass,thing","east,ago,send,crime,task,discu,standard,drug,program,talk,rich,sometim","tell,confer,radio,budget,contain,trial,develop,center,physic,race,board,hair,teach,place,nice,skill",,,,,
618,"digit,market","sure,hear,crime,rather,defens,fact,foreign","whatev,execut,show,pretti,least,sourc,determin,develop,almost,bill,front,turn,area","full,career,two,sens,avail,north,amount,dream,thousand,energi","financi,skin,lot,meet,hand,must,radio,common,noth,give,opportun,respond","charact,moment,countri,respons,sort,left,town,imagin,none,spring,receiv,daughter,gun,item,ball,true,chair,step,throw","gun,station,dinner,easi,comput,factor,focu,rememb,polici,day,somebodi,left",,,
619,sociolog,"middl,despit,polic,civil,parent,parent,custom,evid","indic,end,hotel,campaign,drug,might,littl,opportun,trip,sound,present,interview,worker,left,back,deal,return","agenc,would,send,western,side,cover,execut,get,becom,process","network,happen,present,histori","similar,allow,happen,bad,big,societi,play,statement,model,imag,entir,food,busi,lose,qualiti,rest","american,section,put,hundr,system,human,allow,teach,war","product,nearli,right,method,part,finish",,
620,robot,"sell,drop,use,young,bank","attorney,continu,white,option,even,scienc,dream,popul,practic,trade,els,tell,difficult,pretti,far,behind,health","detail,two,agre,speech,mouth,song,nice,middl",,,,,,
621,cybersecur,"rest,visit,son,four,pm,mind,hard,million,nation,consum,situat,whether","someth,cultur,discov,appli,threat,grow,friend,enjoy","peopl,radio,space,pictur,support,place,dinner,cours,price,citi,true","edg,reflect,thu,like,rise,first,gener,air,charact,young,alreadi,tradit,crime,man,deal,half,size,across,cost","type,dream,less,report,tax","enjoy,teacher,languag,air,standard,easi",,,
622,"digit,market","whatev,difficult,process,research,group,feder,laugh,forget,approach,bill,per,fill,appear,write,forget,moment,peopl,oil,dream,import,social,event,everyth,rather,doctor,howev,staff,center","stand,usual,serv,suggest,process,night,stage,wait,administr,young,set,appli,give,reason,agreement,direct,thing,hour,data","need,goal,morn,piec,commerci,soldier,hand,build,deep","reach,thousand,sometim,repres,chang,voic,argu,along,perhap,hard,notic,hospit,head,scientist,kid,energi,oper,food","better,mean,expert,task,purpos",,,,
623,"career,develop","seat,improv,read,ever,hotel,get,way,south,sinc,respond,tradit,eat,bad,skill,compar","situat,nation,water,forget,worri,goal,color,accept","less,case,task,type,structur,beauti","dream,occur,singl,ask,read,number,futur,whole,water,fact,town,price,gener,certain,abl,hour,fish,scientist,minut,standard,watch,forget,state,candid","use,repres,skin,studi,even,day,outsid,hope,rang,still,father,feder,sound,dark","win,hot,best,commerci,cold,later,step,other,unit","messag,part,particular,social,color,kitchen,readi,chair,note,hope","seek,finish,special,beat,nice,share,famili,still,ok,strategi,month,marriag,offici,particular,task,pick,talk,studi,defens",
624,"person,financ","argu,power,soldier,larg,larg","inform,interest,camera,peopl,mani,unit,wonder,expect,record,class,variou,doctor,card","care,leader,capit,pattern,agre,agenc,throw,author,mission,intern,give,thousand,trip,hospit,thousand,end,servic,design","age,write,worri,possibl,garden,agre,eat,capit,perform",,,,,
625,"health,fit","educ,colleg,miss,manag,role","ground,free,contain,race,agre,piec,cup","find,tradit,respons,issu,physic,thu,street,help,sourc,mission,kitchen,hand,main,member,modern,mean,nice,old,along,question","process,scienc,actual,reveal,coach,today,check,song,shake,green,prevent,pay,subject","walk,rais,sing,fact,need","thousand,visit,card,call,interest,ever,price,feel,wish,agent,data,green,rich,board,major","perhap,happi,research","civil,make,unit,support,phone,machin,girl,event,hope,kind,subject,four,make,servic,piec,reveal,magazin,system,nation,seem,travel,heavi,accord,comput,offic,cold,check,pretti",
626,"artifici,intellig","success,news,around,research,public,govern,pressur,sure,clear,citizen,edg","morn,south,eight,high,feel,seri,smile,singl,realiz","low,hit,lose,manag,teach,hot,care,natur",,,,,,
627,psycholog,"less,car,man,individu,seriou,special,nation,fear,sit,today","career,buy,four,actual,either,sister,gun","option,compani,requir,price,summer,tax,rememb,east,final,goal,test,full,four","well,front,capit,nation,entir,practic,recogn,send,line,sort,high,anyon,think,let,half,risk,someth,section,industri,capit","invest,medic,focu,chair,owner,worri,fish,blue,last,threat,staff,person,form,mention,sens,knowledg,sourc,meet,rather",,,,
628,"career,develop","reduc,local,simpl,especi,accept,chang,deal,center,anyon,walk,coupl,second,former","chair,check,machin,per,present,draw,vote,notic,push,per,lay,measur,cut,field,toward,decad,field,compar,relat","final,good,creat,togeth,fill,strategi,minut,director,product,voic,garden,student,evid,compani,care,red,feder","reason,relationship,major,serv,probabl,prevent,ago,claim,hand",,,,,
629,"space,explor","soldier,inde,agent,half,blood,rise,even,doctor,republican,receiv,term,close,modern,per,movi,daughter","state,environment,daughter,send,author,town,sit,hot,third","movi,rais,see,train,hear,land,economi,court,hit,establish,keep,two,region,west,messag,militari,effort,second,mother,valu,bank,seek","reveal,enter,environment,hospit,focu,benefit",,,,,
630,"space,explor","west,role,condit,paint,say,kind,top","key,ever,say,would,take,govern,still,increas,stuff,respons","import,car,medic,case,stuff,centuri,signific","save,actual,rise,accord,today,specif,oil,ga,gun,also,seven,bank,prevent,get,ball,left,carri,bar,system","simpli,prove,stage","onto,section,age,doctor,signific,secur,court,technolog,offic,direct,network,surfac,section","bring,custom,old,produc,hour,resourc,democrat,instead,democrat,bill,sure,war,design,cultur,cost,market,listen,line","respons,rest,hour,window,comput,campaign,owner,final,yeah,kid,visit,far,alon,store",
631,"quantum,comput","reduc,defens,staff,environment,close,occur,billion,bed,attack,support","strong,start,edg,paper,station,air","memori,colleg,send,someon,shoulder",,,,,,
632,robot,"give,identifi,head,import,nation,drop,prevent,opportun","woman,rich,daughter,rate,approach,hotel,condit,educ,differ,manag,seek,close,next,writer,book","actual,perhap,room,exampl,buy,voic,sell,test,alway,glass,design,lose,good,buy,moment","entir,social","offic,difficult,offic,husband","similar,leg,secur,sens,send,drop,mention,research,small,blue,low,girl,colleg,right,rather,properti,wonder,turn,within,war,sing,side,reach,everi,protect,might,doctor","partner,actual,stock,experi,industri,appli,secur,establish,though,give,teacher,industri,would,organ,seem,factor",,
633,"artifici,intellig","togeth,produc,newspap,enter,hope,born,histori,news,adult,educ,although,director","affect,lose,televis,show,far","save,interest,growth,base,knowledg,quickli","respond,although,fast,owner,believ,imagin,train","still,differ,save,knowledg,believ,race,knowledg,turn,industri,fish,languag,import,prepar,nation,poor,educ,leader,floor,gener","window,sell,differ,news,mr,actual,form,mean,feder,cut,newspap","involv,perhap,ago,instead,career,air,light,realli,later,throw,worri,middl","differ,beyond,treat,valu,board,whose,grow,whose,know,issu,life,form,anyth,speech,speech,bed,friend,noth,elect,recent","howev,recogn,present,consum,long,per,manag,other,sea,realiz,whether,food,campaign,anoth,quit,along"
634,"quantum,comput","beauti,beyond,public,repres,thousand,fact,describ,agreement,artist","sinc,citizen,whether,drive,check,thank,light,chair,system,leader,car","peopl,best,specif,wait","expert,happen,discov","babi,budget,degre,point,seven,task,tri,forget,anyon,discuss,near,individu,nation,fall,debat,tri,prevent,mani,explain,soldier","scienc,studi,smile,view,nearli,societi,back,grow,though,claim,centuri,plan,road,join,growth,civil,season",,,
635,educ,"thank,treatment,sister,hold,local","offic,four,fast,sign,data,charg,suddenli,real,import,group,build,guess,forward,long,strong,voic,develop,custom,final,mother,scientist,view,polic,assum,action","might,citizen,environ,actual,top,speech,beyond,bit,north,almost",,,,,,
636,"space,explor","reach,risk,order,break,follow,languag,charact,environ,draw,author,popular,goal,check,employe,heavi,polit,candid,experi,church,chanc","though,thu,student,oil,base,final,still,board,lose,outsid,dream,short,bodi,improv,polici","see,spend,send,entir,rule,suddenli,centuri,dark,help","kind,nation,form,particularli,custom,civil,reflect","pick,act,bodi,chair,practic,also","inform,support,old,develop,plan,lay,million",,,
637,"quantum,comput","place,nice,trip","partner,bring,cup,write,scene,offici,size,individu,enough,lot,big,build,exactli","partner,year,eight,cell,skin,attent,futur,bad","train,accept,work,natur,campaign,societi,turn,throughout,care,fight,store,air,repres,consum","everybodi,wish,simpl,class,public,enough,secur,year,pick","hot,marriag",,,
638,"climat,chang","small,church,adult,scene,piec,decad,signific,moment","parti,kid,wind,care","well,stop,invest,hope,one,fli,foot,bar,effect,artist,certainli","employe,data,approach,price",,,,,
639,"artifici,intellig","new,fear,everybodi,seek,magazin,interest,simpli,develop,analysi,everi,relat,perform,center,would,particular,say","abl,technolog,eat,rate,poor,seven,within","activ,take,law,presid,address,skin,time,materi,fast,room,team","especi,beat,histori,goal,answer,want,great,write,decid,around,popular","everi,research,magazin,els,know,method,friend,store,rest,write,kitchen,possibl,attent,dinner,product","attorney,detail,insid,discov,peopl,foot,seri,everybodi,write,five,learn,last,detail,best,account,design,young,suggest,differ,increas,financi,certainli","beat,cut,necessari,medium,coach,son,six,invest,standard,yet,spring,cut,howev,worker,tend,knowledg,book,particular,els,rather,someon,prove,live","may,sell,sort,tri,offic,bank,recogn,confer,bodi,treat,small,field,sure,north,appli,other,collect,yard,concern,stock,though,leav,pick",
640,"digit,market","song,newspap,director,explain,account,forc","ball,garden,degre,long,coupl,tri,consum,task,feel,activ,school,next,certainli,fall,growth,reason,east","appli,relationship,small,fine","feder,chair,hand,repres,suffer,indic,let,man,buy,indic,seven,polic,offic,speak,babi,environ,rock,quit,accord","partner,huge,travel,floor,bar,form,heavi,train,data,head,develop,imagin,option,direct,floor,suddenli,establish,pattern,direct,light,join,sea",,,,
641,sociolog,"feel,hous,somebodi,red,success,push,deep,cultur,spring,air","line,add,strategi,mean,respons,troubl,white,forget,kid,hospit,present,discov,term,employe","later,ball,strong,entir,indic,product,give,suddenli,societi,area,threat,foreign,educ,play,lawyer","determin,join,though,art,put,heart,paper,dinner,dream,minut,servic,arm,class","two,top,across,fli,although,low,soon,charg,tri,discu","fill,impact,care,see","store,describ,state,blood,green,meet,anyon,day,let,interview,age,safe,exist,special,includ,movi,recent,lot,posit,happi,whether,cost,econom,catch,feel","trip,far,boy,bit,sport,polit,walk,centuri,page,toward,better,polit,product,skill,hundr,idea,year,girl,reduc,pull,bad,believ,choic,mouth,medic",
642,entrepreneurship,"probabl,method,design","qualiti,role,build,move,final,servic","effort,popul,movement,cultur,resourc,upon,busi,best,two,govern,begin","stock,soldier,campaign,back,even,star","sound,idea,friend,first,stage,seven,director,presid,local,everybodi,ground,choic,inde,natur,trip,rang","tonight,seri,countri,offer,polici,make,everi,health,wide","pictur,begin,custom,return,air,race,success,fall",,
643,educ,"place,approach,better,oil,wind,day,head,day","give,budget,matter,resourc,quickli,admit,air,keep,provid","step,popular,end,seek,readi,hundr,magazin,key,travel,newspap,bit,modern,action,product",,,,,,
644,blockchain,"feder,certain,happi,middl,record,compani,democrat,fine,wall","loss,sport,increas,mind,green,play,model,trade,part,morn","forward,new,spring,research,set,hard,care,particip,produc,station,pull,budget,test,serv,focu","public,crime,listen,colleg,sit,energi,materi,air,task,effect,join,get,finish,view,site,build,weight,behavior,truth,crime","somebodi,prevent,mean","someon,act,new,religi,sign,reach,say,throw","read,success,card,major,insid,follow,father,edg,cover,think,wind,face,quit,job,note,nice,rest","parent,project,audienc,note,full,ago,tv,secur,public,realiz,could,hard",
645,entrepreneurship,"signific,chair,key,expect,hospit,spend,economi,long,whether,also,current,seem,alreadi","none,figur,along,dog,reduc,major,floor,take,treatment,wish,staff,presid,develop,pay,commerci,effect,centuri,polit,machin,treat,one,opportun,medium,measur,prepar,keep","time,certainli,well,worri,sister,meet,seem,occur,born,week,amount,within","measur,record,machin,train,dog,list,institut,either,evid,idea,day,sourc,back,letter,big,score,cultur,outsid,game,differ,vote,someth,law,success,ga,degre","result,walk,congress,run,line,throw,man,travel,point","left,guess,recent,seven,usual,els,star,variou,determin,job,execut,meet,exampl,put,writer","speak,window,capit,simpli,number,case,put,environ,argu,doctor,quit",,
646,"artifici,intellig","offic,three,pm,must,long,educ,pretti,second,polic,near,rate,send,rule,work,list,fast,street,practic,appear","fact,bank,polic,consum,establish,level,husband,practic,woman,fast,guess,defens,effect","either,word,dinner,church,finish","well,let,like,decid,woman,respond,wait,eat,hear,impact,possibl,fact","rate,suggest,week,parti,line,doctor,western",,,,
647,educ,"act,common,practic,look,school,friend,appear,boy,number,ye,languag,prove","bad,prove,player,morn,win","term,newspap,sign,hand,level,know,instead,economi,short","catch,day,road,game,anim,region","readi,team,sister,add,idea,bank,consum,kind,well,throw,collect,career,especi,indic,imagin,ga","eight,test,ago,easi,page,choos,control,hot,figur,stage,studi,anyon,specif,ok","vote,fall,play,line,final,open,describ,paper,buy,listen,factor,rather,execut","establish,without,seriou,kitchen,defens,skin,manag,pa,prepar,valu,discu,manag,loss,alway,girl,build,loss","fire,mr,fine,song,perform,watch,step,carri,least,model,claim,item,set"
648,psycholog,"citi,morn,heavi,colleg,care,receiv,sometim","posit,summer,senior,wrong,perhap,worri,thank,keep","view,campaign,suddenli,weight,employe,everybodi,morn","stand,model,suddenli,better,help,cold,rate,year,today","modern,kid,street,simpli,chanc,newspap,tend","campaign,industri,throw,view,rais,realiz,look,author",,,
649,"career,develop","wish,throw,care,growth,step,wide,thought,control,popul,along,current,public,water,follow,sort,kind,econom,administr,cover,posit,war,son,profession,could,success,woman,court,thu,take,surfac,process,prevent,wait","major,nice,base,walk,exist,none,american,democrat,argu,busi","daughter,take,strong,understand,firm,summer,across,compar,behind,particularli,red,old,social,boy,democrat","around,growth,rule,posit,last,secur","four,month,accord,research,noth,pressur,kid,budget,entir,peopl,someon,mean,nice,kitchen,network,larg,box,risk,attack,fli,almost,give,interest,pull,custom","mention,attent,secur,sing","babi,profession,bit,number,fine,case,govern,loss,south,research,environment,crime,abil,page,militari,support,record,help,add",,
650,"artifici,intellig","describ,result,number,star,color,eight,kitchen,follow,get,perform,space,control,parti,send,respons","week,left,understand,action,world,posit,small,cours,senior,like","actual,improv,sell,address,onto,need,requir,need,member,attorney","recogn,cell,doctor,cultur,includ,energi,black,interview,among,health,bring,need,research,must,drive,bodi,dog,similar,everyth,run","central,scene,human,low,mr,rise,thank,air","skin,within,whole,crime,glass,rais,leav,ago,return,understand,civil,whatev,factor,inde,town,thousand,perhap,begin,rais,paper,onto,four,yet,leader,differ,econom,activ",,,
651,"space,explor","choos,suddenli,style,address,practic,someth,skill","bank,sens,site,report,movi,along,minut,focu,less,sport","respons,unit,room,full,final,pressur,success,word,ground,increas","inde,accept,fill,address,parent,wonder,finish,stori,fall,drop,intern,identifi,strong,interest,busi,name,fact,partner,medium,number,pictur",,,,,
652,"career,develop","new,democrat,mouth,person,dog,benefit,could,creat,crime,rock,sell,center,lot,usual,least,growth,recogn,account,expert,gun,learn,hope,alon,short,attorney,opportun","place,discu,enter,import,pictur,catch,poor,mouth","think,serv,interest,chanc,treat,properti,away,eight","agre,busi,paper,rate,ever,languag,head,six,act","countri,interview,arm,certainli,play,treatment,high,properti,none,score,differ,trip,art,bank",,,,
653,entrepreneurship,"develop,air,term,even,dinner,student,six,none,simpl,continu,manag,whose,abil,center,half","audienc,floor,perform,player,ball,miss,accept,whole,includ,born,yard,expert,loss,play,ten,better,hot,mr,trip,pressur,pick,author,cours,indic,billion,put,rememb","oil,like,career,wish,former","includ,player,experi,morn,american,add,wish,capit,els,relationship,heavi","could,firm,final,talk,differ,prevent,abil,season,song,west,posit,test,materi,white,shoulder,wide","discuss,certain,fill,sens,benefit,secur,person,hit,month,forward,yeah,lead,success,offic,case,hold,north,teacher,huge","care,valu,man,cover,vote,polit,product,live,shake,approach,sever,smile,offic,week,fast,indic,water,away","father,public,stori,know",
654,"person,financ","nice,figur,cost,gener,despit","method,activ,front,think,foreign,product,drop,interview,could,rate","condit,abl,howev,readi,could,would,old","player,agent,care,drop,pretti,prove,team,like,top,around,gun,offici,tonight,ever,howev,boy,fact,tri","team,feder,although,pictur,mouth,line,hot,red,mouth,subject,signific,dog","teacher,paint,employe,true,posit,deal,detail,ok,enough,materi","scene,note,measur,scientist,serv,mission,finish,road,east,prepar,stand,elect,drug,test,tri,agenc,heart,cold,product,make,summer,talk,sit,religi,decad,drive,wife,machin","babi,choic,dream,rise,sound,matter,pa,especi,light,green,choos,feder,impact,hundr,camera,difficult,babi,boy,simpli",
655,"climat,chang","evid,tradit,street,account,car,black","particular,ga,tend,pull,southern,also,respons","team,blue,store,watch,man,space,state,page,evid,concern,suggest,within,differ,even,especi,act,often,research,mention",,,,,,
656,"web,develop","possibl,busi,expect,send,phone,societi,sell,comput,troubl,like,room,els,well,full,model,field,analysi,analysi,execut,cover,true,challeng,citizen","campaign,bad,show,eight,near,peac,soon,effort,tradit,billion,run,difficult,big,word,scientist,els,movi,summer,cover,build","news,choic,fine,commun,kind,section,support,year,room,record,open","fund,bank,els,skill,stop,technolog","eight,democrat,visit,data,garden,requir,book,let,parent,similar,nation,minut,professor,busi,spend,energi,write,stuff",,,,
657,psycholog,"point,much,figur,memori,paint,defens,bad,wrong,structur,invest,chang,power,street,late,show","materi,floor,method,yard,south,appli,thu,think,per,feel,hotel,somebodi,relat,tabl,tend,form,explain,visit,analysi","charact,listen,medium,money,left,cost,speak,tough,cup,build,analysi","knowledg,north,support,final,age,particip,last,fill,color,alreadi,militari,appli,save","togeth,page,deal,materi,mr,answer,ahead,key,indic,happen,week,morn,two,job,ground,teach,wonder,lot,avoid,serv,entir,particip,street,catch,appear,east,drive,guy,project","program,degre,father,although,sing,case,tv,west,market,woman,candid,travel,fill,properti,gun,bed,administr","bed,data,happen,reach,although","door,teach,televis,check,theori,find,threat,deep,word,deep,avoid",
658,robot,"draw,throw,maintain,variou,shake,one,cultur","day,book,phone,stop,almost,floor,stock,simpli,mouth,plant,seven,tabl,consid,everybodi,thought,custom,produc,exampl,hold,share,player,howev","star,read,group,key,son,loss,ground,valu,case,letter,heavi,page,newspap,invest,economi,nation",,,,,,
659,histori,"respons,decis,guy,bag,second,professor,employe,right,first,tonight,shoulder","seat,sinc,front,institut,take,agenc,busi,futur,parti,outsid,call,treatment,window,radio,polic","open,right,main,next,polici,build,husband,turn","servic,presid,fall,polit,light,court,look","environment,develop,govern,impact,evid,remain,difficult,cup,repres","littl,perhap,mother,common,talk,talk,inform,front,everyon,light,amount,togeth,put,explain,watch,chang,soldier,phone,fight,help,write,ground,becom,design,hot,five,respond","subject,citi,prove,member,high,money,quit,arriv,send",,
660,"person,financ","shake,job,money,north,bodi,back,structur,season,year,direct,focu,level,small","clear,music,design,miss,must,identifi,respond,price,sort,seek,get,discuss,natur,signific,mr,along,keep","fall,creat,machin,church,easi,front,great,wonder,exist,strong,wear","reason,tv,bodi,polit,read,choic",,,,,
661,"digit,market","somebodi,mind,design,morn,option,involv,leg,avail,product,republican,phone,fact,develop,back,notic,offic,sea,owner,technolog,subject,network,feel","word,simpl,speech,black,nearli,recogn,real,collect,nice,militari,thing,right,window,recent","safe,prove,exampl,thing,walk,expect,land,challeng","also,four,prevent,feel,team,moment,product,campaign,develop,unit","differ,mean,goal,share,area,structur,major,doctor,north,includ,card,board,next,hear,requir","window,data,build,allow,hospit,modern,purpos,better,els,stop,vote,repres,enjoy,blood,figur,challeng","big,green,enough,wide,pay,modern","school,establish,coupl,see,educ,news,new,alon,coach,letter,social,action,sea,late",
662,blockchain,"would,owner,ever,evid,put,rate,behavior,teach,nation,central,attack,address,resourc,skill,wait,dark,situat","perhap,qualiti,variou,hundr,let,reflect,safe,small,join,time,build,live,especi,describ,howev,effort,beyond,rise,accept,skin","board,rais,network,major,bit","wish,glass,similar,energi,process,quit,ball,east,hour,vote,fine,shoulder,pictur,factor,camera,accept,budget,place","thing,send,short,republican,visit,cell,system,popular,imag,possibl,carri,knowledg,insid,detail,wear,power,eye,draw,former,inde,decis","water,cost,give,reflect,idea,intern,senior","talk,singl,fine,sea,anim,draw,discov,elect,floor,begin,analysi,research,peac,laugh,choos,suffer","time,talk,concern",
663,"space,explor","unit,brother,dream,eight,respond,studi,let,window,consid,appli,anoth,begin,machin,heart","eight,everi,govern,six,child,relat,activ,know,challeng,imagin,respond,car,return,mani,answer,whether,expect,tax,maintain,fact","serv,grow,check,evid,task,govern,effect,wind,sea,hold,trip,may,safe","invest,factor,insid,polic,song,line,beauti,writer,guy,someth,secur,smile,final,past,materi,career,move,marriag,larg,repres,behavior,fish","seven,earli,other,pretti,cut,pressur,husband,rest,stuff,think,occur,full,seem,entir,posit,type,war,lose","call,old,stuff,decad,certainli,claim,discu,look,call,polici,signific,sever,pretti,hair,difficult,space,differ","may,presid,whose,although,inde,western,new,would,fight,travel",,
664,"artifici,intellig","fund,dog,third,simpli,beat,smile,look,medic,appear,film,author,whether,huge,learn,surfac,materi,anyth,ahead","explain,yard","tend,chang,radio,east,sourc,polit,win,page","mouth,popular,valu,number,offic,term,respons,stop,polic,page,organ","togeth,everyon,day,last,natur,lawyer,messag,three,bank,blue,town,middl,old,famili,major,structur,leader","could,hot,econom,partner,result","two,tradit,book,clear,custom,cost,fund,stay,practic,focu,polit,keep",,
665,blockchain,"fight,pattern,invest","middl,discuss,mayb,drug,administr,suggest,guess,hour,score,laugh,confer,notic,among,light,race","chanc,process,hospit,gun,get,benefit,court,window,pull,beyond,ten,shoulder,part,increas,window,weight,visit,scienc,born,seek,break",,,,,,
666,"digit,market","option,firm,need,window,movi,serv,babi,author,product,magazin,discov,number,still,democrat,child,word,cost,like,wait,mean","fill,life,local,enjoy,structur,thousand,interest,rememb,project,defens,trip,paper,charg,team,respons,alreadi,base,left,particularli","appli,factor,center,skill,fire,fight,star,space,peac,although,onto,everi","standard,carri,turn,realli,coupl,manag,kind,food,staff,order,talk,educ","respons,cold,oil,part,measur,follow,billion,scene,radio,life,question,polit,hour,alreadi","might,four,outsid,close,husband,site,els,student,fill,cut,popular,scientist,behavior,pm,voic,part,end,room,current","case,age,local,amount,deep,polit,reveal,camera,exampl,book,inform,degre,pretti","choos,oil,set","husband,bring,sit,recent,factor,whose,glass,husband,citi,letter"
667,"digit,market","report,live,futur,brother,could,suffer,scene,seri,oil,real","compani,compar,u,organ,even,repres,hot,begin,paper,beauti","person,knowledg,film,meet,radio,physic","peac,plan,challeng,drug,sign,never,pretti,live,begin,necessari,centuri,bag,free,respons,structur,wonder",,,,,
668,blockchain,"must,style,creat,forget,inde,tv,store,never,big","agreement,wonder,store,citizen,staff","author,particularli,eye,turn,standard,begin,leav,unit,thought,fire,organ,trip,manag,feel,wife","music,develop,even,fast,difficult,shake,valu,polici,alreadi,attack,green,consum,pattern,stay,rest,hour,particular,page,card,view,type,variou,commerci,hour,maintain","without,child,network,standard,structur,impact,manag,local,beyond,readi,professor","laugh,season,whether,polic,without,whether,rate,head,half,intern,agreement,whatev,outsid,organ,student,program,figur,land,like,front,treat,may,theori,fish","mention,inde,ok,american,defens,develop,futur,big,also,militari,rate,major",,
669,"quantum,comput","address,budget,discu,sinc,democrat,dinner,center,thing,inform,sinc,rais","use,treat,job,fast,author,learn","throw,compar,poor,worker,style,charg,leg,compani,trade,treatment,creat,famili,factor,bodi,loss,theori,lose","avail,pressur,real,region,buy,drug,abl,red,assum,blue,car,prevent,hotel,gener,music,music","commerci,togeth,piec,near,coach,degre,hair,bank,treatment,discuss,child,knowledg,music,like,anyth","militari,item,democrat,perhap","black,new,husband,war,noth,run,attent,walk,brother",,
670,"environment,scienc","word,surfac,walk,war,push,languag,parti","allow,soldier,direct,writer,break,short,technolog,determin,resourc,feder,ye,collect,everi,hour,heart,soldier,wait,upon,result","troubl,test,cultur,posit,put,law,guy,outsid,build,laugh,tonight,support,arriv,describ,beyond,four","industri,huge,seem,necessari,new,blue",,,,,
671,"climat,chang","experi,growth,interest,coach,although,establish,minut,nearli,read,old,laugh,reduc,main,environ,low,wind","employe,choic,kitchen,receiv,year,record,bed,key,newspap,believ,machin,cost","feder,director,wall,push,son,tend","fine,collect,yeah,eat,method,street,field,increas,model,kid","serv,manag,respons,import,later,person,project,anyth,suffer,spend,medic,success,futur,signific,employe,remain,keep,materi,boy,enjoy,drop,phone","interest,view,art,citi,step","citi,keep,write,drive,particip,safe,hospit,without,develop,figur,board,half",,
672,"health,fit","involv,gun,question,run,want,person,chair,plant,across,manag,loss","contain,sea,reduc,prove,cut,former,condit,sing,market,morn,suddenli,low,realiti,quit,hard,blue","ten,home,board,visit,idea,discov,good,number,structur,arm,mayb,countri,blood,grow,still,mission,might,husband,reach,deal","exampl,amount,polit,tough,avail,data,team,draw,could,natur,administr",,,,,
