Unnamed: 0,question_id,question_text,topic,answer_item_1,answer_item_2,answer_item_3,answer_item_4,answer_item_5,answer_item_6,answer_item_7,answer_item_8,answer_item_9
64,65,"['type', 'camera', 'hour', 'state', 'explain', 'littl', 'piec', 'simpli', 'speak', 'hous', 'think', 'offici', 'futur', 'inform', 'anim', 'commerci', 'describ']",['histori'],"['worker', 'run', 'guess', 'stori', 'build', 'suddenli', 'hand', 'fight', 'develop', 'step', 'save', 'contain', 'brother', 'continu', 'might', 'member']","['seven', 'throw', 'major', 'list', 'factor', 'name', 'like', 'across', 'final', 'letter', 'matter', 'man', 'much', 'fund', 'listen', 'appli', 'product', 'week', 'togeth', 'particip', 'store', 'guess', 'tonight', 'citi', 'sen', 'sport']","['mention', 'realli', 'mr', 'togeth', 'run', 'execut', 'add', 'good', 'beat', 'play', 'attent', 'tonight', 'pull', 'kid', 'condit', 'abl', 'educ', 'vote', 'account', 'three', 'appear', 'live', 'particular', 'foreign', 'presid', 'citi']","['other', 'big', 'custom', 'anyth', 'busi', 'wrong', 'professor', 'case', 'effort', 'art', 'other', 'earli', 'thousand']","['floor', 'meet', 'purpos', 'third', 'world', 'move', 'anyon', 'similar', 'modern', 'point', 'organ', 'dark']",,,,
65,66,"['player', 'almost', 'famili', 'identifi', 'board', 'produc', 'give', 'approach', 'enter', 'new', 'project', 'dinner', 'support']",['psycholog'],"['threat', 'cold', 'almost', 'fli', 'wide', 'technolog', 'togeth', 'trip', 'actual', 'appear', 'carri', 'capit', 'eye', 'argu', 'invest']","['near', 'insid', 'stage', 'listen', 'late']","['though', 'seriou', 'secur', 'also', 'anyon', 'staff', 'paint', 'capit', 'respons', 'race']","['difficult', 'minut', 'hear', 'board', 'societi', 'magazin', 'nearli']","['republican', 'concern', 'imagin', 'everyth', 'paper', 'exampl', 'provid', 'current', 'import', 'race', 'line', 'seri', 'form', 'stage', 'attent', 'whose', 'compani', 'trade', 'subject', 'often', 'teacher']",,,,
66,67,"['staff', 'air', 'nation', 'store', 'term', 'good']","['quantum', 'comput']","['hit', 'old', 'strong']","['edg', 'well', 'enough', 'everyon', 'secur', 'certainli', 'somebodi', 'comput']","['howev', 'fine', 'loss', 'posit', 'air', 'billion', 'newspap']",,,,,,
67,68,"['air', 'parent', 'sound', 'commun', 'car', 'organ', 'age', 'anyon', 'anyth', 'fight', 'red', 'social', 'score', 'memori']","['web', 'develop']","['middl', 'stand', 'product', 'tv', 'decis', 'third', 'debat', 'star', 'late', 'pas', 'offer', 'design', 'hit', 'sit', 'perhap', 'sell']","['condit', 'avail', 'meet', 'write', 'crime', 'whose']","['anim', 'candid', 'dark', 'particip', 'class', 'sit', 'way', 'tend', 'everyon', 'wind', 'minut', 'town', 'skill']","['go', 'item', 'happen', 'guess', 'must', 'plan', 'person', 'open', 'half', 'central']","['item', 'rich', 'writer', 'state', 'never', 'republican', 'music', 'daughter', 'reflect', 'level', 'sea', 'hundr', 'chair', 'end', 'environment']","['street', 'order', 'develop', 'discov', 'meet', 'modern', 'articl', 'director', 'stage', 'crime', 'half', 'pick', 'u', 'meet', 'concern', 'mean', 'brother', 'major', 'experi', 'group', 'specif', 'offic', 'shoulder', 'close']","['establish', 'catch', 'base', 'first', 'husband', 'back', 'activ', 'price', 'el', 'inde', 'question']","['guy', 'might', 'though', 'tough', 'stuff', 'bit', 'govern', 'growth', 'data', 'popul', 'worker', 'box', 'though', 'race', 'noth']","['parti', 'discus', 'stock', 'interest', 'want', 'nation', 'main', 'increas', 'show', 'train', 'heart', 'pressur', 'day']"
68,69,"['becom', 'win', 'hous', 'window', 'leg', 'posit', 'sinc', 'well']",['psycholog'],"['write', 'ever', 'ground', 'season', 'small', 'first', 'know', 'provid', 'soon', 'worri', 'wind', 'measur', 'offici', 'guess', 'key', 'school']","['realli', 'increas', 'ask', 'partner', 'probabl', 'human', 'although', 'offic', 'particularli', 'event', 'increas', 'truth', 'car']","['role', 'near', 'book', 'discov']","['travel', 'program', 'strong', 'provid', 'meet', 'drop']","['activ', 'crime', 'north', 'begin', 'mouth', 'stand', 'option', 'practic', 'differ', 'room', 'season']","['walk', 'car', 'space', 'dream', 'middl', 'mani', 'task', 'door', 'execut', 'nation', 'list', 'good', 'father', 'color', 'exist', 'speech', 'increas', 'paper', 'wrong', 'nice', 'later', 'third', 'blue', 'line']",,,
69,70,"['includ', 'soldier', 'home', 'figur', 'list', 'recent', 'less', 'order', 'train', 'along']","['health', 'fit']","['experi', 'girl', 'morn', 'director', 'tri']","['choic', 'front', 'nearli', 'fire', 'especi', 'attorney', 'mind', 'girl', 'oper', 'view', 'bit', 'environ', 'thu']","['think', 'rememb', 'money', 'today', 'perhap', 'nice', 'offer', 'tax', 'sourc', 'bit']","['treat', 'affect', 'school', 'heart', 'rememb', 'last', 'home', 'surfac', 'relat', 'affect', 'town']","['tend', 'suddenli', 'school', 'thank', 'seven', 'concern', 'middl', 'life', 'sort', 'power', 'employe']","['scientist', 'bank', 'gener', 'summer', 'forc', 'learn', 'provid', 'cover', 'floor', 'box']","['republican', 'institut', 'hard', 'sea', 'small', 'follow', 'east', 'somebodi', 'subject']",,
70,71,"['research', 'perform', 'live', 'gener', 'foreign', 'perform', 'central', 'key', 'beat', 'check', 'industri', 'less', 'risk', 'turn', 'ten', 'agenc']",['robot'],"['soldier', 'knowledg', 'person', 'medic', 'low', 'bit', 'sign']","['finish', 'mean', 'catch', 'difficult', 'among', 'leg', 'marriag', 'pass', 'wall']","['outsid', 'four', 'old', 'floor', 'speech', 'situat', 'husband']","['garden', 'next', 'begin', 'stage', 'sometim', 'interest', 'close', 'paper', 'accord', 'drop', 'visit', 'success', 'instead', 'expect', 'hit']","['tax', 'properti', 'record', 'point', 'sure', 'may']","['approach', 'colleg', 'polit', 'level', 'sing', 'anoth', 'pick', 'direct', 'number', 'fill', 'possibl', 'work', 'though', 'left']","['turn', 'class', 'push', 'anim', 'religi', 'arm', 'pick', 'institut', 'blue', 'write', 'truth', 'six', 'seat', 'senior', 'larg', 'seem', 'think']",,
71,72,"['qualiti', 'least', 'lead', 'standard', 'beauti', 'drive', 'languag', 'nation', 'citizen', 'opportun']","['person', 'financ']","['natur', 'ago', 'identifi', 'human', 'other', 'rich', 'use', 'candid', 'find', 'book']","['month', 'spend', 'imagin', 'mention', 'comput', 'matter', 'product', 'perhap', 'red', 'govern', 'woman', 'singl', 'structur']","['tree', 'seri', 'centuri', 'five', 'thank', 'suddenli', 'receiv', 'whole', 'theori', 'budget', 'although', 'whether', 'appli', 'visit', 'ten', 'elect']","['much', 'major', 'heart', 'gener', 'beat', 'may', 'today', 'yet', 'trade', 'two', 'physic', 'away', 'along', 'chair', 'cover', 'visit', 'perform', 'former', 'southern', 'accord', 'involv', 'push', 'expert']","['bodi', 'space', 'situat', 'form', 'ok', 'technolog', 'account', 'morn', 'mother', 'yet', 'oil', 'rang', 'success', 'parent', 'add']","['seri', 'reflect', 'reflect', 'democrat', 'whether', 'standard', 'wide', 'expert', 'simpl', 'tabl', 'modern', 'type', 'pressur']","['posit', 'star', 'along', 'order', 'item', 'price', 'budget', 'heavi', 'environ', 'repres', 'tax', 'leader', 'heavi', 'alway', 'career', 'hair', 'figur', 'realiti', 'game']",,
72,73,"['recent', 'team', 'chair', 'rock', 'middl', 'posit', 'health']","['health', 'fit']","['point', 'fine', 'person', 'key', 'big', 'happen', 'budget', 'amount', 'amount', 'across']","['want', 'year', 'artist', 'bad', 'visit', 'pas', 'collect', 'mean', 'other']","['stock', 'el', 'environment', 'southern']","['voic', 'degre', 'action', 'nice', 'readi', 'area', 'administr', 'radio']","['half', 'develop', 'compani', 'friend', 'product', 'involv', 'tonight', 'pick', 'final', 'reduc', 'cultur', 'ga', 'rich', 'differ', 'forward', 'system', 'address']","['begin', 'tax', 'ok', 'price', 'appli', 'act', 'son', 'start', 'attent', 'relat', 'thousand']","['song', 'young', 'realli', 'keep', 'sing', 'past', 'process', 'pas', 'larg', 'full', 'rule', 'team', 'lot', 'institut', 'player', 'gener']",,
73,74,"['wish', 'heart', 'month', 'collect', 'hold', 'magazin']","['machin', 'learn']","['voic', 'stand', 'exampl', 'race', 'build', 'see', 'relationship', 'adult', 'social', 'everybodi', 'bring', 'public', 'fund', 'section', 'cultur']","['result', 'miss', 'attack', 'particip', 'artist', 'skill', 'choic', 'board', 'invest', 'food', 'attent', 'key']","['purpos', 'step', 'other', 'seven', 'charact', 'factor', 'purpos', 'wall', 'system', 'societi', 'bring', 'record', 'half', 'tax', 'least', 'ground']","['physic', 'leav', 'major', 'make', 'intern', 'letter', 'senior', 'blood']","['tri', 'enjoy', 'size', 'care', 'health', 'lead', 'win']",,,,
74,75,"['wonder', 'magazin', 'sens', 'number', 'analysi', 'includ', 'three', 'drive', 'play', 'challeng', 'deal', 'point', 'fine', 'worker', 'mani', 'collect', 'fund']",['cybersecur'],"['popular', 'brother', 'receiv', 'ten', 'pictur', 'magazin', 'despit', 'western', 'bodi', 'product', 'major', 'sport', 'art', 'invest', 'recent', 'fire']","['would', 'throughout', 'analysi', 'new', 'peopl', 'tell', 'yeah', 'mr', 'price', 'outsid', 'quit', 'within', 'star', 'player', 'team']","['cultur', 'much', 'tend', 'short', 'walk', 'drug', 'push', 'coupl', 'wrong', 'test', 'forc', 'candid', 'bed', 'foreign', 'start', 'could', 'protect', 'differ', 'music']","['profession', 'languag', 'man', 'meet', 'statement', 'environment', 'ever', 'player']","['inform', 'quickli', 'quickli', 'receiv', 'suddenli', 'central', 'movi', 'care', 'offic', 'rest', 'end', 'age', 'creat', 'decad', 'leave', 'product', 'explain', 'recogn', 'risk', 'common', 'say', 'meet', 'yard', 'week', 'militari', 'ga', 'figur']",,,,
75,76,"['languag', 'card', 'pressur', 'talk', 'color', 'realli', 'owner', 'month', 'eye', 'think', 'recogn', 'meet']","['environment', 'scienc']","['local', 'carri', 'later', 'anyon', 'wall', 'foot', 'reveal']","['mention', 'trip', 'send', 'tend', 'road', 'court']","['road', 'offic']","['maintain', 'mean', 'make', 'rise', 'set', 'readi', 'entir', 'million', 'realiz', 'particip', 'seven', 'memori', 'abil']",,,,,
76,77,"['back', 'answer', 'field', 'finish', 'tree', 'note']",['entrepreneurship'],"['stand', 'best', 'compar']","['marriag', 'articl', 'pretti', 'head', 'project', 'million', 'beauti', 'keep', 'wall', 'radio', 'commerci']","['institut', 'far', 'oil', 'note', 'suddenli', 'choic', 'true', 'although', 'anoth', 'old', 'theori']","['instead', 'head', 'decis', 'republican', 'cost', 'amount', 'civil', 'growth', 'citizen', 'peopl', 'respond', 'around', 'medium', 'fear']",,,,,
77,78,"['address', 'fish', 'polic', 'health', 'hot', 'import', 'develop', 'alway']","['career', 'develop']","['plant', 'level', 'crime', 'final', 'relationship']","['effort', 'prove', 'free', 'rather', 'sure', 'without', 'camera', 'test', 'field', 'career', 'network', 'argu', 'u', 'act', 'trade', 'record', 'glass', 'loss', 'star']","['movement', 'increas', 'sometim', 'writer', 'histori', 'send', 'tri', 'reflect', 'approach']",,,,,,
78,79,"['glass', 'compani', 'actual', 'action', 'brother', 'fine', 'page']","['health', 'fit']","['six', 'fire', 'nation', 'agre', 'stop', 'recent', 'rate', 'magazin', 'behind', 'star', 'seri', 'yeah']","['cultur', 'caus', 'scientist', 'free', 'skin', 'address', 'effect', 'polici', 'forward', 'artist', 'repres', 'say']","['accord', 'realiti', 'variou', 'could', 'author']","['right', 'trial', 'report', 'well', 'hard', 'pretti', 'wall', 'voic', 'begin', 'think', 'phone', 'power']","['remain', 'chanc', 'charg', 'describ', 'camera', 'night', 'lot', 'carri', 'red', 'trip', 'tax', 'sea', 'bank', 'get', 'u', 'gener', 'world', 'industri', 'detail', 'home', 'tabl', 'big', 'citi']","['market', 'fish', 'later', 'follow', 'pattern', 'paint']","['custom', 'stop', 'argu', 'larg', 'lead', 'thu', 'hotel', 'occur', 'american']",,
79,80,"['surfac', 'prevent', 'studi', 'five', 'help', 'risk', 'hand', 'provid', 'prepar', 'go', 'bodi']",['blockchain'],"['prove', 'cultur', 'popul', 'challeng', 'everyon']","['american', 'yet', 'research', 'case', 'offic', 'product', 'countri', 'cover', 'along', 'feel']","['paint', 'beyond', 'hope', 'board', 'travel']","['would', 'hit', 'prove', 'cold', 'remain', 'fact', 'program', 'store', 'make', 'soldier', 'author', 'crime', 'arm', 'ok', 'usual', 'leave']",,,,,
80,81,"['major', 'realli', 'oper', 'enjoy', 'includ', 'common', 'environ', 'subject', 'intern']",['cybersecur'],"['look', 'easi', 'decis', 'line', 'american']","['art', 'simpl', 'near', 'continu']","['clearli', 'success', 'address', 'later', 'away', 'move', 'get', 'score', 'movi', 'compani', 'throw', 'war', 'end', 'tax', 'sit', 'scene', 'might', 'properti', 'product', 'physic', 'thu', 'mouth', 'determin', 'kitchen', 'administr']","['cours', 'detail', 'involv', 'surfac', 'cultur']","['pattern', 'front', 'pressur', 'necessari', 'technolog', 'realiti', 'let', 'rate']","['treat', 'human', 'offici', 'low', 'sport', 'artist', 'particularli', 'stay']","['el', 'citi', 'market', 'would', 'certain', 'particular', 'requir', 'system', 'wait', 'subject', 'centuri', 'posit', 'democrat', 'discus']","['market', 'receiv', 'later', 'rock', 'side', 'seven', 'soon', 'kind', 'field', 'total', 'fund', 'popular', 'consum', 'decis', 'near', 'common', 'drop', 'level', 'larg', 'tell', 'prove', 'laugh', 'bring', 'concern', 'societi']",
81,82,"['product', 'even', 'use', 'laugh', 'benefit', 'realli', 'readi', 'behavior', 'voic', 'republican', 'season', 'feel', 'wear', 'blood', 'centuri', 'physic', 'budget', 'western']",['robot'],"['later', 'clear', 'could', 'thank', 'thu', 'medium', 'environ', 'pick', 'practic', 'appear', 'brother', 'box', 'deep']","['wish', 'strong', 'interview', 'quickli', 'give', 'anoth', 'truth', 'reveal', 'custom', 'offici', 'articl', 'along', 'collect', 'size', 'stock', 'place', 'hour']","['agreement', 'effort', 'specif', 'activ', 'respons', 'wide', 'train', 'standard', 'institut', 'realli', 'thing', 'season']","['special', 'yeah', 'loss', 'data', 'present', 'team', 'tax', 'design', 'car', 'give', 'candid', 'music', 'imagin', 'film', 'deep', 'social', 'south', 'past', 'air']",,,,,
82,83,"['view', 'budget', 'hope', 'religi', 'commun', 'togeth', 'adult']","['data', 'scienc']","['ground', 'answer']","['professor', 'bad', 'writer', 'medic']","['suggest', 'hot', 'husband', 'later', 'attorney', 'plan', 'area']","['respons', 'arm', 'thing', 'act', 'compani', 'exist', 'lay', 'idea', 'term', 'great', 'debat', 'public', 'public', 'rate', 'huge', 'noth', 'truth', 'seri', 'firm']","['action', 'begin', 'treatment', 'hair', 'ball', 'work', 'race', 'rather', 'music']","['ten', 'parti', 'case', 'receiv', 'weight', 'right', 'scene', 'manag', 'station']","['race', 'direct', 'far', 'provid', 'group', 'hand', 'around', 'employe', 'writer', 'write', 'physic', 'appli', 'glass', 'environment', 'order']","['outsid', 'test', 'free', 'parent', 'yeah', 'network', 'rememb', 'glass', 'situat', 'administr', 'togeth', 'plan', 'side', 'type', 'song', 'know']",
83,84,"['difficult', 'wall', 'address', 'parti', 'pick', 'forget', 'seri', 'black', 'room', 'window', 'fire']",['sociolog'],"['happi', 'noth', 'indic', 'strong', 'hospit', 'spring', 'includ', 'tradit', 'right', 'color', 'north', 'although', 'news', 'rate', 'strategi', 'trip', 'former', 'blue', 'month', 'servic', 'anyon', 'door', 'even']","['buy', 'reach', 'page', 'believ', 'parent']","['forget', 'whatev', 'year', 'even', 'relat', 'spring', 'offici']","['song', 'strategi', 'former', 'recent', 'level', 'car', 'determin', 'heavi']","['popul', 'avail', 'five', 'sign', 'soon', 'individu', 'agent', 'minut', 'piec', 'soldier', 'particip', 'scientist']","['noth', 'summer', 'reduc', 'huge', 'poor', 'success']",,,
84,85,"['situat', 'increas', 'imagin', 'train', 'number']","['person', 'financ']","['girl', 'north', 'action', 'low', 'movi', 'whatev', 'class', 'mention']","['floor', 'million', 'claim', 'properti', 'data', 'discus', 'without', 'claim', 'daughter', 'happi', 'edg', 'tend', 'thu', 'concern']","['base', 'militari', 'realli']","['nearli', 'north', 'rather', 'secur', 'near', 'rest']",,,,,
85,86,"['ago', 'focu', 'suddenli', 'nation']","['environment', 'scienc']","['sinc', 'win', 'situat', 'decid', 'share', 'check', 'state', 'agent', 'letter', 'east', 'societi', 'life', 'amount', 'provid', 'person', 'color', 'turn', 'least']","['eat', 'administr', 'differ', 'sit', 'statement', 'push', 'wrong', 'face', 'elect', 'close']","['owner', 'agent', 'mayb', 'agreement', 'concern', 'almost', 'catch', 'admit', 'radio']","['might', 'drug', 'least', 'establish']","['necessari', 'per', 'agenc', 'invest', 'describ', 'soon', 'forc', 'guess', 'medic']",,,,
86,87,"['train', 'chair', 'quickli', 'car', 'pm', 'risk', 'stage', 'studi', 'person', 'popul', 'four']",['robot'],"['wall', 'unit', 'bad', 'decid', 'idea', 'send', 'might', 'analysi', 'believ', 'glass', 'memori']","['thank', 'specif', 'yard', 'find', 'father', 'issu', 'high', 'true', 'sit', 'togeth', 'opportun', 'director', 'front', 'econom', 'fight', 'short', 'month']","['analysi', 'word', 'door', 'abil', 'tax', 'manag', 'rich', 'financi', 'pictur', 'mission']","['style', 'unit', 'student', 'true', 'everyon', 'key']","['eye', 'project', 'receiv', 'ahead', 'size', 'comput', 'beyond', 'perform', 'learn', 'director', 'method', 'babi', 'play', 'hospit', 'american']","['two', 'event', 'action', 'well', 'night', 'must', 'wind', 'owner', 'never', 'product']","['respons', 'mission', 'job', 'happen', 'economi', 'particularli', 'theori', 'western', 'poor', 'offici']","['husband', 'beyond', 'insid', 'major', 'add', 'short', 'six', 'kind', 'trip', 'around', 'foreign', 'includ', 'invest', 'perform', 'peac', 'forward', 'realli', 'variou', 'gener']",
87,88,"['say', 'leader', 'despit', 'particularli', 'everyon', 'enjoy', 'travel', 'societi', 'nation']",['entrepreneurship'],"['admit', 'seem', 'rate', 'tell', 'avoid', 'offici', 'studi', 'receiv', 'find', 'futur', 'realli', 'book', 'box', 'imagin', 'buy', 'high', 'product']","['polic', 'four', 'fill', 'much', 'page', 'intern', 'director', 'woman', 'imagin', 'music']","['level', 'religi', 'troubl', 'reduc', 'coach', 'show', 'treatment']","['none', 'voic', 'food', 'democrat', 'key', 'cours', 'imagin', 'white', 'major', 'technolog', 'morn', 'meet', 'el']","['shoulder', 'end', 'scientist', 'result', 'money']","['tough', 'noth', 'fight', 'teach']","['decis', 'hit', 'safe', 'style', 'catch', 'mouth', 'yeah', 'statement', 'anyth', 'believ']","['offer', 'level', 'class', 'build', 'bodi', 'avoid', 'special', 'despit', 'trade', 'none']","['foot', 'pictur', 'parent', 'return', 'black', 'increas', 'anoth', 'suggest', 'produc', 'wide']"
88,89,"['everyon', 'throw', 'drug', 'anyon', 'exampl', 'plan', 'yeah', 'blood', 'perhap', 'health']","['data', 'scienc']","['prevent', 'govern', 'career', 'ga', 'although', 'eight']","['girl', 'busi', 'congress', 'focu', 'adult', 'technolog', 'perhap']","['marriag', 'use', 'take', 'medic', 'listen', 'step', 'buy', 'treatment', 'religi', 'offic', 'author', 'glass', 'posit', 'suggest', 'unit']","['respons', 'result', 'offic', 'wait']","['note', 'good', 'last', 'choic', 'part', 'pick', 'road', 'forward', 'score', 'foot', 'term', 'scene', 'person', 'cell', 'mr', 'benefit', 'bed']","['month', 'reveal', 'want', 'run', 'smile', 'low', 'long', 'north', 'loss', 'explain', 'individu', 'charg', 'religi']",,,
89,90,"['time', 'discov', 'includ', 'time', 'ten', 'mani', 'state', 'whatev', 'area', 'four', 'southern']",['blockchain'],"['improv', 'region', 'simpl', 'laugh', 'hot']","['knowledg', 'method', 'everi', 'field', 'color', 'threat', 'next', 'rest', 'put', 'feel', 'statement', 'know', 'like']","['servic', 'boy', 'area', 'toward', 'bag', 'rest', 'eat', 'tell', 'add', 'sourc', 'network', 'window', 'administr', 'find', 'wait', 'phone', 'local', 'chanc', 'reveal', 'suddenli']","['page', 'feel', 'sourc', 'prove', 'includ', 'go', 'anim']","['director', 'prepar', 'mind', 'entir', 'tree', 'side', 'includ', 'benefit', 'son', 'describ', 'almost', 'build']","['method', 'rememb', 'whose', 'either']",,,
90,91,"['toward', 'drop', 'exactli', 'may', 'upon', 'state', 'big', 'threat', 'educ', 'million', 'win']","['environment', 'scienc']","['properti', 'make', 'growth', 'discov', 'feder', 'head']","['health', 'tell', 'servic', 'black', 'job', 'organ', 'color']","['peac', 'five', 'leav', 'ga', 'execut', 'chang', 'attack', 'throw', 'eight', 'build', 'mission', 'paint', 'event', 'month', 'film', 'hold', 'lay', 'partner', 'citizen', 'wonder', 'paint', 'rang', 'sea', 'piec', 'first', 'game']","['chang', 'democrat', 'number', 'cultur', 'beat']","['anyth', 'reflect', 'drug', 'back', 'pretti', 'question', 'offic', 'word', 'move', 'across']",,,,
91,92,"['common', 'matter', 'guy', 'may', 'across', 'imagin', 'event', 'knowledg', 'scienc', 'build', 'leader', 'audienc', 'even', 'bed', 'choos']",['sociolog'],"['serv', 'number', 'learn', 'offici', 'plant', 'start', 'soldier']","['societi', 'husband', 'join', 'articl', 'establish', 'price', 'sort', 'current', 'increas', 'togeth', 'help', 'vote', 'presid']","['prove', 'smile', 'day', 'young', 'studi', 'intern', 'fli', 'mr', 'sign', 'provid', 'cultur', 'mani', 'artist', 'push', 'realli']",,,,,,
92,93,"['noth', 'real', 'analysi', 'certain', 'enjoy', 'return', 'billion', 'exactli', 'record', 'compar', 'centuri', 'measur', 'travel', 'necessari', 'call', 'right', 'easi']","['digit', 'market']","['blue', 'strong', 'subject', 'south', 'later', 'mind', 'old', 'happi', 'prove']","['medium', 'head', 'economi', 'hard', 'word', 'perform', 'show', 'board', 'fund', 'anyon', 'system', 'boy', 'govern', 'major', 'certain', 'knowledg', 'stop', 'hope']","['degre', 'includ', 'method', 'mr', 'trip', 'articl', 'account', 'system', 'stage', 'total', 'director', 'militari', 'studi']","['say', 'next', 'anoth', 'scene', 'yard', 'stock', 'present', 'someth', 'fact', 'medium', 'strategi', 'practic']",,,,,
93,94,"['carri', 'loss', 'ball', 'upon', 'part', 'agreement', 'leg', 'order', 'also', 'role', 'account']",['blockchain'],"['sport', 'think']","['time', 'especi', 'wife', 'front', 'anyon']","['eight', 'sort', 'exactli', 'though', 'bill', 'bed', 'item', 'reflect', 'answer']","['game', 'interest', 'dream', 'sister', 'later', 'statement']","['hospit', 'analysi', 'commerci', 'note', 'pictur']","['charg', 'event', 'without', 'four', 'central', 'beauti', 'almost', 'stori', 'summer', 'book', 'could']","['invest', 'countri', 'thank', 'central', 'standard', 'write', 'ahead', 'polit']","['experi', 'system', 'final', 'artist', 'huge', 'back', 'variou', 'guess', 'sure', 'career', 'number', 'differ']","['bit', 'foreign', 'southern', 'box', 'answer', 'adult', 'perform', 'wife', 'natur', 'car', 'candid', 'enough', 'respons', 'usual', 'firm']"
94,95,"['late', 'sign', 'sever', 'door', 'western', 'coupl']",['educ'],"['resourc', 'threat', 'phone', 'court', 'billion', 'finish']","['space', 'play', 'list', 'fire', 'rule', 'rise', 'discus', 'stay', 'coupl', 'main', 'week', 'respons', 'job']","['environ', 'final', 'howev', 'piec', 'exist', 'reach', 'court', 'program', 'bad', 'alreadi']",,,,,,
95,96,"['industri', 'group', 'sing', 'oper', 'direct', 'soon', 'rate', 'fli', 'see', 'peopl', 'technolog']",['histori'],"['citizen', 'bar', 'spend', 'girl', 'term', 'civil', 'discov']","['thank', 'pretti', 'local', 'rate', 'happen', 'ga', 'noth', 'beyond', 'becom', 'film', 'teach', 'involv']","['age', 'sister', 'member', 'right', 'troubl', 'dream', 'event', 'voic', 'approach', 'entir', 'yet']","['face', 'per', 'music', 'compar', 'reveal', 'growth', 'year', 'around', 'pick', 'invest', 'el', 'care', 'buy', 'mean', 'top', 'line', 'blue', 'alway', 'standard', 'end', 'present']","['articl', 'secur', 'blue', 'difficult', 'paint', 'subject', 'possibl', 'make', 'carri', 'care', 'never', 'job', 'medium', 'term', 'ye']","['kind', 'law', 'especi', 'cover', 'tradit', 'condit', 'campaign', 'custom', 'cost', 'want']","['sister', 'hot', 'near', 'certain', 'ever', 'cup', 'charact', 'perform', 'rather', 'law', 'cultur', 'dream', 'seriou']","['author', 'board', 'check', 'easi', 'wrong', 'even', 'offic', 'dog', 'good', 'far', 'beauti', 'keep', 'activ', 'comput', 'son', 'leave']",
96,97,"['might', 'articl', 'shoulder', 'may', 'meet', 'wish', 'fire', 'mouth', 'impact', 'bit', 'total']","['health', 'fit']","['section', 'tree', 'build', 'return', 'dinner', 'prepar', 'onto']","['comput', 'fact', 'option', 'respons', 'chang', 'anyth', 'sinc', 'last', 'guy']","['resourc', 'financi', 'save', 'reach', 'write', 'everi', 'arriv', 'part', 'chang']","['firm', 'career', 'answer', 'glass', 'comput', 'buy', 'realli', 'pressur', 'talk', 'surfac', 'measur', 'style', 'lead', 'two', 'anyth', 'guy', 'start']","['sort', 'money', 'special', 'avoid', 'purpos', 'magazin', 'evid', 'thu', 'energi', 'former', 'materi', 'system', 'young', 'pay', 'ten']",,,,
97,98,"['everyth', 'film', 'within', 'enter', 'alreadi', 'societi']","['data', 'scienc']","['drug', 'hospit', 'old', 'food', 'read', 'troubl', 'break', 'heart', 'name', 'develop', 'ground', 'second', 'field', 'data', 'republican']","['perform', 'feel', 'southern', 'program', 'realiz', 'offic', 'similar', 'requir', 'societi', 'blue', 'cold', 'gun', 'campaign']","['cover', 'question', 'north', 'loss', 'popular', 'budget']","['particip', 'water', 'environ', 'hotel', 'radio', 'fine', 'practic', 'fund', 'anim', 'kind', 'join', 'econom', 'chair']",,,,,
98,99,"['call', 'special', 'recent', 'resourc', 'record', 'morn', 'togeth', 'minut', 'score', 'technolog', 'ask', 'make']",['cybersecur'],"['interview', 'money', 'find', 'kid', 'leader', 'pattern', 'u', 'somebodi', 'chair', 'worker', 'see', 'may', 'land', 'father', 'mention', 'low']","['dream', 'thing', 'colleg', 'oper', 'keep', 'law', 'anyth', 'return', 'summer', 'human', 'though', 'case', 'past', 'cultur', 'eat', 'busi', 'lose']","['govern', 'artist', 'hair', 'offer', 'writer', 'edg', 'rather', 'per', 'per', 'notic', 'term', 'seriou', 'clear', 'becom', 'recogn', 'professor']","['perhap', 'ok', 'consid', 'rich', 'less', 'also', 'five', 'ever', 'school', 'prove', 'institut', 'usual', 'analysi', 'tv', 'born']","['account', 'hundr', 'money', 'say', 'radio', 'pick', 'pictur']",,,,
99,100,"['forward', 'offici', 'along', 'stop', 'husband', 'west', 'news', 'around', 'exactli', 'econom']","['career', 'develop']","['concern', 'big', 'case', 'appli', 'could', 'cup', 'heavi', 'rock', 'street', 'futur', 'execut']","['pattern', 'democrat', 'major', 'event', 'month', 'anyth', 'rais', 'avoid', 'turn', 'voic', 'sourc']","['practic', 'role', 'major', 'end', 'site', 'husband', 'must', 'institut', 'realiz', 'find', 'page', 'give', 'seek', 'measur', 'organ']","['stand', 'physic', 'physic', 'push', 'late', 'cost', 'save', 'religi', 'way', 'news', 'everyon', 'respons', 'stori']","['show', 'focu', 'matter']","['anoth', 'financi', 'other', 'rise', 'visit', 'chair', 'parti', 'interest', 'safe', 'main']","['discov', 'wait', 'player', 'offic', 'often', 'watch']",,
